Common Name,Name,CountryCode,NumberActors,MilFatalities,TotalFatalities,StartYear,StartMonth,StartDay,EndYear,EndMonth,EndDay,Region,Century,Decade,DurationD,DurationM,DurationY
,"Spain (Asturias), 1934",,2,1300,1300,1934,10,6,1934,10,,3,6,193,,0,0
Socialists Putsch,"Austria, 1934",,3,1000,1600,1934,2,12,1934,7,30,3,6,193,168,5,0
,"France, 1934-36",,2,,50,1934,2,,1936,8,,3,6,193,,30,2
Night of the Long Knives,"Germany, 1934",,2,,1000,1934,6,29,1934,7,2,3,6,193,3,1,0
,"Soviet Union, 1934",,2,,118,1934,12,1,1934,12,,4,6,193,,0,0
,"Italy-Ethiopia (Ualual), 1934",,2,130,130,1934,12,5,1934,12,5,8,6,193,0,0,0
Ethiopian War,"Italy-Ethiopia, 1935-37",,2,50000,250000,1935,10,3,1937,10,,8,6,193,,24,2
War of the Spanish Revolution,"Spain (with intervention by Germany, Italy), 1936-39",,5,656300,2000000,1936,7,18,1939,4,1,3,6,193,973,33,3
,"Britain, Hindus-Waziri Moslems, 1936-38",,3,,11000,1936,,,1938,,,10,6,193,,,2
,"China-Mongols (Suiyan) (Inner Mongolia), 1936",,2,,1000,1936,11,14,1936,12,,12,6,193,,1,0
,"Dominican Republic-Haiti (massacre of Haitians in DR), 1937",,2,0,5000,1937,10,,1937,10,,1,6,193,,0,0
World War 2,"Japan, Germany-US,USSR,Britain, China,others, 1937-45",,31,19630000,40409000,1937,7,7,1945,8,15,-9,6,193,2918,97,8
Sino-Japanese War,"Japan-China, 1937-45",,4,850000,2000000,1937,7,7,1945,8,15,12,6,193,2918,97,8
,"Germany-Czechoslovakia, 1938-39",,2,,500,1938,10,,1939,5,,3,6,193,,7,1
Changkufeng War,"Japan-Soviet Union, 1938",,2,1726,1726,1938,7,29,1938,8,11,12,6,193,12,1,0
Russo-Finish War,"Soviet Union-Finland, 1939-40",,2,225000,225000,1939,11,30,1940,3,12,4,6,193,102,4,1
Nomonhan War,"Japan-Soviet Union, Mongolia, 1939",,3,20000,20000,1939,5,11,1939,9,15,12,6,193,124,4,0
,"Jews-Palestinians, British, 1940-48",,5,,3500,1940,,,1948,5,14,5,6,194,,,8
Franco-Thai War,"Thailand-France, 1940-41",,2,2000,4000,1940,12,1,1941,1,22,11,6,194,51,1,1
Genocide of Jews,"Germany (massacre of Jews), 1941-42 G",,2,,6000000,1941,,,1942,,,3,6,194,,,1
,"Belgium-Belgian Congo (Luluabourg), 1941",,2,,60,1941,,,1941,,,7,6,194,,,0
Politicide of repatriated nationals,"Soviet Union, 1943-47 G",,2,,800000,1943,,,1947,,,4,6,194,,,4
Genocide in Caucusus,"Soviet Union, 1943-57 G",,2,,230000,1943,11,,1957,1,,4,6,194,,158,14
Genocide in Crimea,"Soviet Union, 1944-68 G",,2,,116000,1944,5,,1968,,,4,6,194,,,24
,"Greece, 1944-45",,3,,10000,1944,12,3,1945,2,12,4,6,194,69,2,1
Democide in Poland,"Poland, 1945-48 G",,2,,1585000,1945,,,1948,,,4,6,194,,,3
,"France-Syria, Lebanon (with British intervention), 1945",,4,,600,1945,5,17,1945,12,,5,6,194,,7,0
,"France-Algeria, 1945",,2,,10000,1945,5,8,1945,6,,6,6,194,,1,0
Indonesian War,"Netherlands, Britain-Indonesia, 1945-46",,4,5000,5000,1945,10,14,1946,11,13,11,6,194,389,13,1
Chinese Civil War (Phase 3),"China (with US intervention), 1945-49",,3,1000000,1000000,1945,8,,1949,12,7,12,6,194,,52,4
Greek Civil War,"Greece (with intervention from Yugoslavia, Bulgaria, Albania, Britain, US), 1946-49",,7,160000,160000,1946,9,21,1949,10,16,4,6,194,1105,37,3
Indochina War,"Vietnam-France, 1946-54",,2,600000,1200000,1946,12,19,1954,7,20,11,6,194,2731,91,8
,"Bolivia, 1946",,2,,1000,1946,7,18,1946,7,22,2,6,194,4,0,0
,"Philippines (Huks), 1946-54",,2,,1000,1946,7,,1954,,,11,6,194,,,8
,"India (inter-communal), 1946-48",,3,,800000,1946,2,,1948,1,18,10,6,194,,23,2
Taiwanese Revolt,"China (Taiwan), 1947 G",,2,1600,25000,1947,2,28,1947,3,21,12,6,194,23,1,0
,"Paraguay, 1947",,2,1000,1000,1947,3,30,1947,8,20,2,6,194,140,5,0
First Kashmir War,"Pakistan-India (Kashmir), 1947-49",,4,2500,800000,1947,10,26,1949,12,,10,6,194,,26,2
Politicide of Ukrainian nationalists,"Soviet Union, 1947-50 G",,2,,250000,1947,10,,1950,,,4,6,194,,,3
,"Indonesia-Netherlands, 1947-48",,2,,1600,1947,7,20,1948,1,,11,6,194,,6,1
Madagascan War,"France-Madagascar, 1947-48",,2,5000,45000,1947,3,29,1948,12,1,8,6,194,602,21,1
Berlin Crisis,"East Germany, 1948-49",,2,,100,1948,,,1949,,,3,6,194,,,1
,"Costa Rica (Caldoron with Nicaraguan and Honduran support), 1948",,4,1000,2000,1948,3,12,1948,4,17,1,6,194,35,1,0
,"Yemen Arab Republic, 1948",,2,4000,4000,1948,2,17,1948,3,20,5,6,194,33,1,0
,"Colombia (Conservatives), 1948",,2,1400,1400,1948,4,9,1948,4,12,2,6,194,3,0,0
Palestine War,"Transjordan, Egypt, Syria, Iraq, Lebanon-Israel, 1948-49",,6,8000,8000,1948,5,14,1949,1,7,5,6,194,233,8,1
Hyderabad War,"India-Hyderabad, 1948",,2,2000,2000,1948,9,13,1948,9,17,10,6,194,4,0,0
,"Burma (communists), 1948-54",,2,8000,8000,1948,3,,1954,6,1,11,6,194,,75,6
Malayan Rebellion,"Malayans-Britain, 1948-60",,2,9089,13000,1948,2,,1960,7,31,11,6,194,,149,12
,"South Korea, 1948",,2,,1100,1948,10,20,1948,11,3,12,6,194,13,1,0
La Violencia,"Colombia, 1949-62",,2,100000,300000,1949,4,9,1962,12,31,2,6,194,4942,164,13
,"Algeria-France, 1949",,2,,1100,1949,5,8,1949,5,,6,6,194,,0,0
Korean War,"North Korea (aided by Chinese)-South Korea (aided by UN forces), 1950-53",,4,1500000,1500000,1950,6,25,1953,7,27,12,6,195,1112,37,3
Politicide of defeated,"China, 1950-51 G",,2,,1900000,1950,,,1951,,,12,6,195,,,1
Sino-Tibetan War,"China-Tibet, 1950-51",,2,1000,2000,1950,10,,1951,5,23,12,6,195,,7,1
,"Indonesia (South Moluccas), 1950",,2,5000,5000,1950,5,31,1950,11,3,11,6,195,152,6,0
,"Philippines, 1950-52",,2,9000,9000,1950,9,1,1952,7,1,11,6,195,660,22,2
Kenya War,"Kenyans (Mau-Mau)-Britain, 1952-56",,2,11000,45000,1952,8,,1956,7,,8,6,195,,47,4
Tunisian War of Independence,"Tunisians-France, 1952-54",,2,3000,3000,1952,3,,1954,,,6,6,195,,,2
,"Egypt, 1952",,2,,500,1952,7,22,1952,7,26,6,6,195,4,0,0
,"Bolivia, 1952",,2,1500,2000,1952,4,9,1952,4,12,2,6,195,3,0,0
,"Indonesia (Aceh), 1953-59",,2,1000,1000,1953,9,20,1959,,,11,6,195,,,6
Moroccan War of Independence,"Moroccans-France, Spain, 1953-56",,2,3000,3000,1953,8,15,1956,4,,6,6,195,,32,3
Politicide of landlords and rich peasants,"North Vietnam, 1953-54 G",,2,,15000,1953,,,1954,,,11,6,195,,,1
Algerian War of Independence,"Algerians-France, 1954-62",,2,100000,250000,1954,11,1,1962,3,18,6,6,195,2657,88,8
,"China (offshore islands), 1954-58",,2,,1000,1954,9,3,1958,8,23,12,6,195,1430,47,4
,"China-Tibet, 1954",,2,,40000,1954,4,,1954,8,,12,6,195,,4,0
,"Guatemala (with intervention from Honduras, Nicaragua and United States), 1954",,5,1000,1000,1954,6,18,1954,6,29,1,6,195,11,0,0
,"Argentina (armed forces, Peron), 1955",,2,3000,4000,1955,6,15,1955,9,19,2,6,195,94,3,0
,"Sudan (south-north), 1955-72",,2,,700000,1955,12,,1972,3,27,6,6,195,,195,17
Naga Revolt,"India-Nagas, 1955-64",,2,,3200,1955,3,,1964,9,6,10,6,195,,114,9
,"Cypriots-Britain, 1955-59",,2,,1000,1955,9,,1959,3,13,4,6,195,,42,4
Cameroon War of Independence,"Cameroonians-France, Britain, 1955-59",,3,32000,32000,1955,5,,1959,,,7,6,195,,,4
Tibetan War,"China-Tibet, 1956-59",,2,100000,100000,1956,3,1,1959,3,27,12,6,195,1106,36,3
Sinai War,"Israel, Britain, France-Egypt, 1956",,4,2150,2150,1956,10,29,1956,11,6,5,6,195,7,1,0
Russo-Hungarian War,"Soviet Union-Hungary, 1956",,2,10000,20000,1956,10,23,1956,11,4,4,6,195,11,1,0
,"Cuba, 1956-59",,2,3000,5000,1956,11,30,1959,1,1,1,6,195,751,26,3
,"Indonesia (communists), 1956-61",,2,30000,30000,1956,11,16,1961,6,,11,6,195,,55,5
Genocide of Southern Sudanese,"Sudan, 1956-72 G",,2,250000,300000,1956,,,1972,2,28,6,6,195,,,16
,"South Vietnam (with intervention by North Vietnam, USA and others), 1956-64",,4,302000,302000,1956,,,1964,1,30,11,6,195,,,8
,"Lebanon (with intervention by Syria, USA), 1958",,4,1400,1400,1958,5,9,1958,8,,5,6,195,,3,0
,"Rwanda, 1959-61",,3,,105000,1959,11,,1961,,,8,6,195,,,2
,"China (Tibet), 1959 G",,2,,65000,1959,3,10,1959,3,28,12,6,195,18,0,0
,"Iraq, 1959",,2,2000,2000,1959,3,8,1959,7,20,5,6,195,132,4,0
,"Laos (with intervention by US and South Vietnam), 1959-62",,4,5000,10000,1959,7,30,1962,7,23,11,6,195,1073,36,3
,"Congo (with intervention by the UN), 1960-65",,4,100000,110000,1960,7,11,1965,10,13,7,6,196,1892,63,5
Genocide of Kurds,"Iraq, 1960-75 G",,2,,55000,1960,,,1975,,,5,6,196,,,15
,"India-Portugal (Goa), 1961",,2,,100,1961,12,18,1961,12,18,10,6,196,0,0,0
Angolan War of Independence,"Angola-Portugal, 1961-74",,2,55000,55000,1961,2,4,1974,10,15,7,6,196,4931,164,13
Genocide of Kongo and Assimilados,"Angola, 1961-62 G",,2,,40000,1961,5,,1962,,,8,6,196,,,1
,"Iraq (Kurds), 1961-70",,2,,105000,1961,9,19,1970,3,11,5,6,196,3052,102,9
,"Ethiopia (Eritrea) (with Cuban intervention), 1961-91",,3,150000,150000,1961,,,1991,5,28,8,6,196,,,30
,"Tunisia-France, 1961",,2,,500,1961,7,19,1961,9,,6,6,196,,2,0
,"Algeria, 1962-63",,2,1500,1500,1962,7,28,1963,1,15,6,6,196,167,6,1
Politicide of Harkis and OAS supporters,"Algeria, 1962 G",,2,,36000,1962,7,12,1962,7,12,6,6,196,0,0,0
Genocide of Ache Indians,"Paraguay, 1962-72 G",,2,,900,1962,,,1972,,,2,6,196,,,10
,"Yemen (with intervention by Egypt, Saudi Arabia), 1962-70",,4,101000,101000,1962,9,19,1970,4,14,5,6,196,2725,91,8
,"Indonesia-Netherlands (West Irian), 1962",,2,,100,1962,1,16,1962,8,15,11,6,196,209,7,0
Sino-Indian War,"India-China, 1962",,2,3000,10000,1962,10,20,1962,11,21,10,6,196,31,1,0
Guinea-Bissau War,"(Guinea-Bissau)-Portugal, 1962-74",,2,15000,15000,1962,12,,1974,9,10,7,6,196,,141,12
,"Burundi (with intervention by Rwanda), 1962-63",,3,,1000,1962,7,,1963,,,8,6,196,,,1
,"United States (race conflict), 1963-71",,2,,500,1963,5,,1971,,,1,6,196,,,8
,"Cyprus (with intervention by Britain and UN forces), 1963-64",,4,,1000,1963,12,21,1964,8,9,4,6,196,228,8,1
,"Somalia-Ethiopia, 1963-68",,2,,300,1963,10,,1968,1,31,8,6,196,,51,5
Genocide of Tutsi,"Rwanda (with intervention from Burundi), 1963-64 G",,3,2500,9500,1963,11,15,1964,2,6,8,6,196,81,3,1
,"Laos (with intervention by US, North Vietnam), 1963-75",,4,18500,18500,1963,4,19,1975,8,23,11,6,196,4444,148,12
,"Indonesia-Malaysia (assisted by Britain, Australia, New Zealand), 1963-66",,5,740,3000,1963,9,15,1966,6,1,11,6,196,976,33,3
Vietnamese War,"Vietnam, 1964-75",,2,1300000,1800000,1964,2,4,1975,4,30,11,6,196,4046,134,11
Zanzibar rebellion,"Tanzania (Zanzibar) (with British intervention), 1964",,3,,100,1964,1,12,1964,1,,8,6,196,,0,0
,"Uganda (with British intervention), 1964",,3,,100,1964,1,,1964,1,,8,6,196,,0,0
,"Kenya (with British intervention), 1964",,3,,100,1964,1,,1964,1,,8,6,196,,0,0
Mozambican War of Independence,"Mozambique-Portugal, 1964-74",,2,30000,30000,1964,9,,1974,9,,8,6,196,,120,10
Genocide of Europeans and educated Congolese,"Zaire, 1964-65 G",,2,,5500,1964,2,,1965,1,,7,6,196,,11,1
,"Panama (anti-US riots), 1964",,2,,32,1964,1,9,1964,1,10,1,6,196,1,0,0
Genocide of Chinese and Communists,"Indonesia, 1965-66 G",,2,320000,750000,1965,10,1,1966,7,28,11,6,196,297,9,1
,"Chad (Tibesti), 1965-71",,2,,1500,1965,,,1971,8,,6,6,196,,,6
Second Kashmir War,"Pakistan-India, 1965",,2,6800,20000,1965,4,3,1965,9,23,10,6,196,170,5,0
,"China, 1965-69",,2,50000,50000,1965,11,,1969,4,,12,6,196,,41,4
,"Dominican Republic (with intervention by USA), 1965-66",,3,2000,3000,1965,4,24,1966,9,,1,6,196,,17,1
Genocide of Hutu,"Burundi, 1965-73 G",,2,,154000,1965,,,1973,,,8,6,196,,,8
Politicide of Cultural Revolution,"China, 1966-75 G",,2,,625000,1966,5,16,1975,,,12,6,196,,,9
,"Uganda, 1966",,2,2000,2000,1966,5,23,1966,5,24,8,6,196,1,0,0
Genocide of Ibos in North,"Nigeria, 1966 G",,2,,19500,1966,1,16,1966,10,,7,6,196,,9,0
,"Guatamala, 1966-72",,2,23000,58000,1966,10,,1972,7,12,1,6,196,,69,6
,"Zimbabwe, 1966-79",,3,12000,12000,1966,4,28,1979,9,,8,6,196,,161,13
Six Day War,"Israel-Egypt, Jordan, Syria, 1967",,4,15100,15100,1967,6,5,1967,6,10,5,6,196,5,0,0
,"Zaire, 1967",,2,,300,1967,6,,1967,11,5,7,6,196,,5,0
,"Nigeria (Biafra), 1967-70",,2,1000000,1100000,1967,6,7,1970,1,12,7,6,196,935,31,3
,"Britain (Northern Ireland), 1968-93",,2,,3200,1968,10,,1993,,,3,6,196,,,25
,"Burma, 1968-80",,2,25000,25000,1968,,,1980,10,22,11,6,196,,,12
,"Czechoslovakia-Warsaw Pact, 1968",,2,,500,1968,8,20,1968,8,21,4,6,196,1,0,0
Politicide of Naxalites,"India, 1968-82 G",,2,,2000,1968,,,1982,,,10,6,196,,,14
Football War,"El Salvador-Honduras, 1969",,2,1900,4900,1969,6,24,1969,7,18,1,6,196,24,1,0
Israeli-Egyptian War,"Egypt-Israel, 1969-70",,2,5000,5500,1969,3,,1970,8,7,5,6,196,,17,1
Genocide of Bubi and others,"Equatorial Guinea, 1969-79 G",,2,,25500,1969,3,,1979,,,7,6,196,,,10
,"Philippines (Moros on Mindanao), 1969-86",,2,35000,35000,1969,,,1986,,,11,6,196,,,17
,"Cambodia (with intervention by USA and North Vietnam), 1969-75",,4,156000,156000,1969,,,1975,4,16,11,6,196,,,6
,"Guatamala, 1970-71",,2,1000,1000,1970,11,15,1971,9,15,1,6,197,300,10,1
,"Jordan, 1970",,2,2000,2000,1970,2,10,1970,9,27,5,6,197,227,7,0
,"Syria-Jordan, 1970",,2,200,200,1970,9,19,1970,9,23,5,6,197,4,0,0
Bangladesh War,"Pakistan (East Bengal with intervention by India), 1971 G",,2,500000,500000,1971,3,25,1971,12,16,10,6,197,261,9,0
,"Pakistan-India, 1971",,2,11200,11200,1971,12,3,1971,12,17,10,6,197,14,0,0
Politicide of opponents to Amin,"Uganda, 1971-79 G",,2,,300000,1971,2,,1979,,,8,6,197,,,8
,"Burundi (Hutus), 1972",,2,50000,100000,1972,4,29,1972,8,,8,6,197,,4,0
Yom Kippur War,"Egypt, Syria, Jordan, Saudi Arabia, Iraq, Morocco-Israel, 1973",,7,16000,16000,1973,10,6,1973,10,24,5,6,197,18,0,0
Genocide of Baluchi tribesmen,"Pakistan (Baluchistan), 1973-77 G",,2,8600,8600,1973,1,23,1977,7,,10,6,197,,54,4
,"Chile, 1973",,2,5000,5000,1973,9,11,1973,9,11,2,6,197,0,0,0
Politicide of leftists,"Chile, 1973-74 G",,2,500,16000,1973,9,11,1974,,,2,6,197,,,1
Turko-Cypriot War,"Turkey-Cyprus, 1974",,2,2000,7300,1974,7,20,1974,8,16,4,6,197,26,1,0
Politicide of opposition,"Ethiopia, 1974-79 G",,2,,30000,1974,11,22,1979,,,8,6,197,,,5
Kurdish Autonomy War,"Iraq, Iran-Kurds, 1974-75",,3,5000,5000,1974,3,18,1975,4,3,5,6,197,375,13,1
Tigrean War,"Ethiopia (Tigre), 1975-91",,2,15000,15000,1975,,,1991,5,28,8,6,197,,,16
Western Sahara War,"Morocco, Mauritania (until 1979)-Western Saharans (aided by Algeria), 1975-88",,3,10000,10000,1975,12,10,1988,,,6,6,197,,,13
East Timor War,"Indonesia-East Timor, 1975-78 G",,2,30000,130000,1975,8,,1978,10,,11,6,197,,38,3
,"Lebanon (with intervention by Syria), 1975-90",,7,169500,169500,1975,4,13,1990,10,13,5,6,197,5580,186,15
,"Argentina, 1976-79",,2,3000,15000,1976,3,25,1979,,,2,6,197,,,3
Politicide of opponents,"Cambodia, 1975-79 G",,2,,1900000,1975,,,1979,,,11,6,197,,,4
,"Angola (with intervention by South Africa and Cuba), 1975-95 G",,3,345800,345800,1975,8,14,1991,5,31,8,6,197,5687,189,16
,"Guatemala, 1976-95",,2,73000,73000,1976,,,1995,,,1,6,197,,,19
Ogaden War,"Somalia-Ethiopia, Cuba (Ogaden), 1977-78",,3,36000,36000,1977,7,23,1978,3,8,8,6,197,225,8,1
Politicide against Mobutu opponents,"Zaire, 1977-83 G",,2,,3500,1977,,,1983,,,7,6,197,,,6
Vietnamese-Cambodian War,"Vietnam-Cambodia, 1977-79",,2,100000,125000,1977,9,,1979,5,,11,6,197,,20,2
,"Ethiopia (Ogaden), 1978-79",,2,10000,25000,1978,1,,1979,11,,8,6,197,,22,1
Ugandan-Tanzanian War,"Uganda-Tanzanians, 1978-79",,3,2100,4100,1978,10,28,1979,4,12,8,6,197,164,6,1
Afghan Civil War,"Afghanistan (with Russian intervention), 1978-99 G",,3,500000,1000000,1978,4,27,1999,2,,10,6,197,,250,21
Genocide of Muslims,"Burma, 1978 G",,2,,5000,1978,,,1978,,,11,6,197,,,0
,"Iran, 1978-79",,2,7500,7500,1978,9,3,1979,12,31,5,6,197,478,15,1
,"Nicaragua, 1978-79",,2,,35000,1978,10,1,1979,7,18,1,6,197,287,9,1
,"El Salvador, 1979-92",,2,25000,75000,1979,1,20,1992,2,1,1,6,197,4691,157,13
,"Mozambique, 1979-1992",,2,200000,900000,1979,10,21,1992,10,,8,6,197,,156,13
Politicide against opponents,"Uganda, 1979-86 G",,2,,75000,1979,,,1986,1,,8,6,197,,,7
Sino-Vietnamese War,"China-Vietnam, 1979",,2,56000,65000,1979,2,17,1979,3,10,11,6,197,23,1,0
,"Cambodia, 1979-91",,3,42000,42000,1979,1,8,1991,5,,11,6,197,,148,12
Iran-Iraq War,"Iraq-Iran, 1980-88",,2,600000,650000,1980,9,21,1988,8,20,5,6,198,2849,95,8
,"Chad, 1980-88",,2,11200,11200,1980,3,22,1988,8,7,6,6,198,3015,101,8
,"Nigeria, 1980-81",,2,5000,5000,1980,12,18,1981,1,1,7,6,198,13,1,1
,"Brazil (rightists), 1980",,2,,1000,1980,,,1980,,,2,6,198,,,0
,"Uganda, 1980-86",,2,102000,102000,1980,10,8,1986,1,28,8,6,198,1910,63,6
Politicide of civilians,"Mozambique, 1980-92 G",,2,,500000,1980,,,1992,,,8,6,198,,,12
,"Burma (Karens), 1980-95",,2,,7000,1980,,,1995,,,11,6,198,,,15
,"Iran, 1981-84",,2,14000,14000,1981,6,6,1984,,,5,6,198,,,3
Genocide of religious groups,"Iran, 1981-89 G",,2,,15000,1981,,,1989,,,5,6,198,,,8
Politicide of Muslim Brotherhood,"Syria, 1981-82 G",,2,,35000,1981,4,,1982,2,,5,6,198,,10,1
,"Zimbabwe (Matabeleland and Midlands), 1981-87",,2,,6000,1981,,,1987,,,8,6,198,,,6
,"Somalia (Somaliland), 1982-91",,2,85000,85000,1982,4,21,1991,1,29,8,6,198,3158,105,9
,"Peru, 1982-94 ?",,2,23000,23000,1982,3,4,1994,,,2,6,198,,,12
,"Nicaragua (with intervention from Honduras), 1982-89",,3,43000,43000,1982,3,18,1989,,,1,6,198,,,7
Falklands War,"Argentina-Britain, 1982",,2,1023,1023,1982,3,25,1982,6,20,2,6,198,85,3,0
Lebanese War,"Israel-Palestinians in Lebanon, Syria, 1982",,3,2755,2755,1982,6,6,1982,9,3,5,6,198,87,3,0
Tamil Rebellion,"Sri Lanka (Tamils), 1983-",,2,14900,14900,1983,7,25,,,,10,6,198,,,
Genocide of Southerners,"Sudan, 1983- G",,2,12000,1000000,1983,11,17,,,,6,6,198,,,
,"Turkey (Kurds), 1984-",,2,,30000,1984,8,15,,,,4,6,198,,,
,"Nigeria, 1984",,2,1000,1000,1984,2,2,1984,3,4,7,6,198,32,1,0
,"Colombia, 1984-",,2,9000,45000,1984,3,15,,,,2,6,198,,,
,"India (Sikhs), 1984-",,2,19237,19237,1984,,,,,,10,6,198,,,
Kurkish Rebellion,"Iraq, 1985-91",,2,10000,10000,1985,1,,1991,3,,5,6,198,,74,6
,"China-Vietnam, 1985-87",,2,4000,4000,1985,9,9,1987,2,6,11,6,198,507,17,2
,"South Yemen, 1986",,2,12000,12000,1986,1,13,1986,1,29,5,6,198,16,0,0
,"Chile (miners), 1987",,2,0,3000,1987,,,1987,,,2,6,198,,,0
JVP War,"Sri Lanka (JVP), 1987-90",,2,30000,30000,1987,11,,1990,,,10,6,198,,,3
Genocide of Hutus,"Burundi, 1988 G",,2,5000,75000,1988,8,18,1988,9,,8,6,198,,1,0
,Armenia-Azerbaijan (Nagorno-Karabakh),,2,10000,20000,1988,,,1994,,,5,6,198,,,6
,"Liberia, 1989-1990",,5,10000,10000,1989,12,,1990,11,28,7,6,198,,11,1
,"Romania, 1989",,2,1014,1039,1989,12,17,1989,12,25,4,6,198,8,0,0
Gulf War,"Iraq-Kuwait, USA, Britain, Egypt, France, Syria, Canada, 1990-91",,7,40000,60000,1990,8,2,1991,2,28,5,6,199,206,6,1
,"Soviet Union (Azerbaijan), 1990",,3,35,214,1990,1,13,1990,2,1,4,6,199,18,1,0
,"Rwanda, 1990-94",,2,2000,2000,1990,10,1,1994,4,,8,6,199,,42,4
,"Burundi, 1990-92",,2,1000,1000,1990,,,1992,12,31,8,6,199,,,2
,"Georgia, 1991-93",,2,1000,1000,1991,12,25,1993,,,4,6,199,,,2
,"Sierra Leone, 1991-99",,2,,30000,1991,3,,1999,5,24,7,6,199,,98,8
War of Croatian Independence,"Yugoslavia (Croatia), 1991-93",,2,10000,10000,1991,5,1,1993,,,4,6,199,,,2
Kurdish Rebellion,"Turkey (leftists), 1991-92",,2,2000,2000,1991,7,10,1992,12,31,4,6,199,531,17,1
,"Indonesia-East Timor, 1991",,2,,250,1991,,,1991,,,11,6,199,,,0
Nagorno-Karabakh War,"Azerbaijan-Armenia, 1992-94",,3,,7000,1992,,,1994,5,,4,6,199,,,2
,"Bosnia (with intervention by Croatia), 1992-95",,3,150000,250000,1992,3,3,1995,,,4,6,199,,,3
,"Tadjikistan, 1992-93",,2,25000,25000,1992,10,,1993,3,,9,6,199,,5,1
,"Algeria, 1992-99",,2,,60000,1992,,,1999,9,,6,6,199,,,7
,"Liberia, 1992-95",,3,3000,3000,1992,10,15,1995,,,7,6,199,,,3
,"Angola, 1992-95",,2,300,300,1992,10,28,1995,,,8,6,199,,,3
,"Congo (Brazzaville), 1993",,2,,2000,1993,,,1993,,,7,6,199,,,0
Genocide of Tutsis and moderate Hutus,"Rwanda, 1994 G",,2,,500000,1994,4,,1994,8,,8,6,199,,4,0
,"Nepal (Maoist rebellion), 1996-",,2,,3500,1996,,,,,,10,6,199,,,
,"Congo (Brazzaville), 1997",,2,,10000,1997,6,5,1997,10,,7,6,199,,4,0
,"Liberia, 1997-",,2,,350,1997,,,,,,7,6,199,,,
,"Yugoslavia (Kosovo), 1998-99",,2,,10000,1998,3,6,1999,6,15,4,6,199,459,15,1
,"Indonesia, 1998",,2,,1200,1998,5,13,1998,5,15,11,6,199,2,0,0
,"Sierra Leone, 1998-",,2,,20000,1998,3,,,,,7,6,199,,,
,"Congo (Brazzaville), 1998-",,2,,1500,1998,12,,,,,7,6,199,,,
,"India-Pakistan, 1998",,2,,60,1998,7,30,1998,8,,10,6,199,,1,0
,"India (Jammu and Kashmir), 1998-",,2,,93,1998,8,3,,,,10,6,199,,,
,"India (Kashmir), 1999",,3,1250,1250,1999,5,8,1999,7,17,10,6,199,69,2,0
,"Indonesia (East Timor), 1999",,2,,7000,1999,9,5,1999,9,,11,6,199,,0,0
,"India, 1999",,2,,44,1999,9,18,1999,,,10,6,199,,,0
,"Indonesia (Celebes, Christians vs Muslims), 1999",,2,,1300,1999,,,,,,11,6,199,,,
